Tempo (s),Accelerazione (m/s²),Velocita (m/s),Distanza (m)
7.424749163879599,1.5,11.137123745819407,42.46261227503051
7.625418060200669,1.5,11.438127090301013,44.75788861422134
7.826086956521739,1.5,11.739130434782618,47.113566962338254
8.02675585284281,1.5,12.040133779264224,49.52964731938124
8.22742474916388,1.5,12.341137123745831,52.00612968535031
8.42809364548495,1.5,12.642140468227435,54.54301406024543
8.62876254180602,1.5,12.943143812709042,57.14030044406665
8.82943143812709,1.5,13.244147157190646,59.79798883681393
9.03010033444816,1.5,13.545150501672254,62.5160792384873
9.230769230769232,1.5,13.846153846153861,65.29457164908675
9.431438127090301,1.5,14.147157190635465,68.13346606861225
9.632107023411372,1.5,14.448160535117072,71.03276249706384
9.832775919732441,1.5,14.749163879598676,73.99246093444148
10.033444816053512,0.5,14.84949832775921,76.97229337479452
10.234113712374581,0.5,14.949832775919745,79.97225981812288
10.434782608695652,0.5,15.05016722408028,82.99236026442662
10.635451505016723,0.5,15.150501672240814,86.03259471370572
10.836120401337793,0.5,15.250836120401349,89.09296316596016
11.036789297658864,0.5,15.351170568561884,92.17346562118998
11.237458193979933,0.5,15.451505016722418,95.27410207939513
11.438127090301004,0.5,15.551839464882953,98.39487254057568
11.638795986622075,0.5,15.652173913043487,101.53577700473157
11.839464882943144,0.5,15.752508361204022,104.69681547186279
12.040133779264215,0.5,15.852842809364557,107.87798794196941
12.240802675585284,0.5,15.953177257525091,111.07929441505135
12.441471571906355,0.5,16.053511705685626,114.30073489110868
12.642140468227424,0.5,16.15384615384616,117.54230937014134
12.842809364548495,0.5,16.254180602006695,120.80401785214939
13.043478260869566,0.5,16.35451505016723,124.08586033713279
13.244147157190636,0.5,16.454849498327764,127.38783682509151
13.444816053511706,0.5,16.5551839464883,130.70994731602562
13.645484949832776,0.5,16.655518394648833,134.05219180993507
13.846153846153847,0.5,16.755852842809368,137.4145703068199
14.046822742474916,0.5,16.856187290969903,140.79708280668007
14.247491638795987,0.5,16.956521739130437,144.19972930951562
14.448160535117058,0.5,17.056856187290972,147.62250981532654
14.648829431438127,0.5,17.157190635451506,151.06542432411277
14.849498327759198,0.5,17.25752508361204,154.5284728358744
15.050167224080267,0.5,17.357859531772576,158.01165535061136
15.250836120401338,0.5,17.45819397993311,161.5149718683237
15.45150501672241,0.5,17.558528428093645,165.0384223890114
15.652173913043478,0.5,17.65886287625418,168.58200691267442
15.85284280936455,0.5,17.759197324414714,172.14572543931283
16.05351170568562,0.5,17.85953177257525,175.72957796892658
16.254180602006688,0.5,17.959866220735783,179.33356450151567
16.45484949832776,0.5,18.06020066889632,182.95768503708018
16.65551839464883,0.5,18.160535117056856,186.60193957562
16.8561872909699,0.5,18.26086956521739,190.26632811713517
17.056856187290972,0.5,18.36120401337793,193.95085066162576
17.25752508361204,0.5,18.461538461538463,197.65550720909167
17.45819397993311,0.5,18.561872909698998,201.3802977595329
17.65886287625418,0.5,18.662207357859533,205.12522231294952
17.859531772575252,0.5,18.762541806020067,208.89028086934155
18.06020066889632,0.5,18.862876254180602,212.67547342870887
18.26086956521739,0.5,18.963210702341136,216.48079999105155
18.461538461538463,0.5,19.063545150501675,220.30626055636966
18.662207357859533,0.5,19.16387959866221,224.15185512466306
18.862876254180602,0.5,19.264214046822744,228.01758369593182
19.06354515050167,0.5,19.36454849498328,231.90344627017595
19.264214046822744,0.5,19.464882943143813,235.8094428473955
19.464882943143813,0.5,19.565217391304348,239.73557342759034
19.665551839464882,0.5,19.665551839464882,243.68183801076054
19.866220735785955,0.5,19.76588628762542,247.64823659690617
20.066889632107024,-2.0,19.364548494983282,251.5340991711503
20.267558528428093,-2.0,18.963210702341144,255.339425733493
20.468227424749163,-2.0,18.561872909699005,259.06421628393423
20.668896321070235,-2.0,18.16053511705686,262.7084708224741
20.869565217391305,-2.0,17.75919732441472,266.2721893491125
21.070234113712374,-2.0,17.357859531772583,269.75537186384946
21.270903010033447,-2.0,16.956521739130437,273.15801836668504
21.471571906354516,-2.0,16.5551839464883,276.48012885761915
21.672240802675585,-2.0,16.15384615384616,279.7217033366518
21.872909698996658,-2.0,15.752508361204015,282.88274180378306
22.073578595317727,-2.0,15.351170568561876,285.96324425901287
22.274247491638796,-2.0,14.949832775919738,288.9632107023412
22.474916387959865,-2.0,14.5484949832776,291.8826411337681
22.67558528428094,-2.0,14.147157190635454,294.7215355532937
22.876254180602007,-2.0,13.745819397993316,297.47989396091776
23.076923076923077,-2.0,13.344481605351177,300.1577163566404
23.27759197324415,-2.0,12.943143812709032,302.75500274046163
23.47826086956522,-2.0,12.541806020066893,305.2717531123814
23.678929765886288,-2.0,12.140468227424755,307.70796747239973
23.879598662207357,-2.0,11.739130434782616,310.0636458205166
24.08026755852843,-2.0,11.337792642140471,312.3387881567321
24.2809364548495,-2.0,10.936454849498332,314.5333944810461
24.48160535117057,-2.0,10.535117056856194,316.6474647934587
24.68227424749164,-2.0,10.133779264214049,318.6809990939699
24.88294314381271,-2.0,9.73244147157191,320.63399738257965
25.08361204013378,0.0,9.73244147157191,322.5869956711894
25.28428093645485,0.0,9.73244147157191,324.5399939597992
25.48494983277592,0.0,9.73244147157191,326.49299224840894
25.68561872909699,0.0,9.73244147157191,328.4459905370187
25.88628762541806,0.0,9.73244147157191,330.39898882562846
26.086956521739133,0.0,9.73244147157191,332.3519871142382
26.287625418060202,0.0,9.73244147157191,334.304985402848
26.48829431438127,0.0,9.73244147157191,336.25798369145775
26.68896321070234,0.0,9.73244147157191,338.2109819800675
26.889632107023413,0.0,9.73244147157191,340.1639802686773
27.090301003344482,0.0,9.73244147157191,342.11697855728704
27.29096989966555,0.0,9.73244147157191,344.0699768458968
27.491638795986624,0.0,9.73244147157191,346.02297513450657
27.692307692307693,0.0,9.73244147157191,347.97597342311633
27.892976588628763,0.0,9.73244147157191,349.9289717117261
28.093645484949832,0.0,9.73244147157191,351.88197000033585
28.294314381270905,0.0,9.73244147157191,353.8349682889456
28.494983277591974,0.0,9.73244147157191,355.7879665775554
28.695652173913043,0.0,9.73244147157191,357.74096486616514
28.896321070234116,0.0,9.73244147157191,359.6939631547749
29.096989966555185,0.0,9.73244147157191,361.64696144338467
29.297658862876254,0.0,9.73244147157191,363.59995973199443
29.498327759197323,0.0,9.73244147157191,365.5529580206042
29.698996655518396,0.0,9.73244147157191,367.50595630921396
29.899665551839465,0.0,9.73244147157191,369.4589545978237
30.100334448160535,1.2,9.973244147157192,371.46027449357433
30.301003344481607,1.2,10.21404682274248,373.50991599646585
30.501672240802677,1.2,10.454849498327762,375.60787910649816
30.702341137123746,1.2,10.695652173913045,377.7541638236713
30.90301003344482,1.2,10.936454849498332,379.9487701479854
31.103678929765888,1.2,11.177257525083615,382.1916980794403
31.304347826086957,1.2,11.418060200668897,384.48294761803606
31.505016722408026,1.2,11.65886287625418,386.8225187637727
31.7056856187291,1.2,11.899665551839467,389.2104115166502
31.906354515050168,1.2,12.14046822742475,391.6466258766685
32.10702341137124,1.2,12.381270903010032,394.1311618438277
32.30769230769231,1.2,12.622073578595314,396.6640194181278
32.508361204013376,1.2,12.862876254180597,399.2451985995687
32.70903010033445,1.2,13.103678929765888,401.8746993881506
32.90969899665552,1.2,13.34448160535117,404.5525217838732
33.11036789297659,1.2,13.585284280936452,407.27866578673667
33.31103678929766,1.2,13.826086956521735,410.05313139674104
33.51170568561873,1.2,14.066889632107017,412.87591861388626
33.7123745819398,1.2,14.3076923076923,415.7470274381723
33.91304347826087,1.2,14.548494983277582,418.66645786959924
34.113712374581944,1.2,14.789297658862873,421.6342099081671
34.31438127090301,1.2,15.030100334448155,424.6502835538758
34.51505016722408,1.2,15.270903010033438,427.7146788067253
34.71571906354515,1.2,15.51170568561872,430.8273956667157
34.91638795986622,1.2,15.752508361204002,433.9884341338469
35.11705685618729,1.2,15.993311036789285,437.197794208119
35.31772575250836,1.2,16.23411371237457,440.4554758895319
35.518394648829435,1.2,16.474916387959862,443.76147917808584
35.719063545150505,1.2,16.715719063545144,447.1158040737805
35.919732441471574,1.2,16.956521739130427,450.51845057661603
36.12040133779264,1.2,17.19732441471571,453.9694186865924
36.32107023411371,1.2,17.43812709030099,457.4687084037096
36.52173913043478,1.2,17.678929765886274,461.0163197279677
36.72240802675585,1.2,17.919732441471556,464.6122526593667
36.92307692307693,1.2,18.16053511705685,468.2565071979066
37.123745819397996,1.2,18.40133779264213,471.9490833435873
37.324414715719065,1.2,18.642140468227414,475.6899810964088
37.525083612040135,1.2,18.882943143812696,479.4792004563712
37.725752508361204,1.2,19.12374581939798,483.31674142347447
37.92642140468227,1.2,19.36454849498326,487.2026039977186
38.12709030100334,1.2,19.605351170568543,491.1367881791036
38.32775919732442,1.2,19.846153846153836,495.1192939676296
38.52842809364549,1.2,20.08695652173912,499.15012136329625
38.72909698996656,1.2,20.3277591973244,503.2292703661038
38.929765886287626,1.2,20.568561872909683,507.3567409760522
39.130434782608695,1.2,20.809364548494965,511.5325331931415
39.331103678929765,1.2,21.050167224080248,515.7566470173716
39.531772575250834,1.2,21.29096989966553,520.0290824487427
39.73244147157191,1.2,21.531772575250823,524.3498394872547
39.93311036789298,1.2,21.772575250836105,528.7189181329074
40.13377926421405,0.7,21.913043478260853,533.1161843827257
40.33444816053512,0.7,22.0535117056856,537.5416382367094
40.53511705685619,0.7,22.19397993311035,541.9952796948587
40.735785953177256,0.7,22.334448160535096,546.4771087571734
40.936454849498325,0.7,22.474916387959844,550.9871254236535
41.1371237458194,0.7,22.6153846153846,555.5253296942994
41.33779264214047,0.7,22.755852842809347,560.0917215691106
41.53846153846154,0.7,22.896321070234094,564.6863010480873
41.73913043478261,0.7,23.036789297658842,569.3090681312295
41.93979933110368,0.7,23.17725752508359,573.9600228185373
42.14046822742475,0.7,23.317725752508338,578.6391651100105
42.34113712374582,0.7,23.458193979933085,583.3464950056492
42.54180602006689,0.7,23.59866220735784,588.0820125054536
42.74247491638796,0.7,23.739130434782588,592.8457176094233
42.94314381270903,0.7,23.879598662207336,597.6376103175586
43.1438127090301,0.7,24.020066889632083,602.4576906298594
43.34448160535117,0.7,24.16053511705683,607.3059585463257
43.54515050167224,0.7,24.30100334448158,612.1824140669573
43.745819397993316,0.7,24.441471571906334,617.0870571917548
43.946488294314385,0.7,24.58193979933108,622.0198879207175
44.147157190635454,0.7,24.72240802675583,626.9809062538457
44.34782608695652,0.7,24.862876254180577,631.9701121911394
44.54849498327759,0.7,25.003344481605325,636.9875057325986
44.74916387959866,0.7,25.143812709030072,642.0330868782233
44.94983277591973,0.7,25.28428093645482,647.1068556280136
45.15050167224081,0.7,25.424749163879575,652.2088119819695
45.35117056856188,0.7,25.565217391304323,657.3389559400907
45.551839464882946,0.7,25.70568561872907,662.4972875023775
45.752508361204015,0.7,25.84615384615382,667.6838066688298
45.953177257525084,0.7,25.986622073578566,672.8985134394476
46.15384615384615,0.7,26.127090301003314,678.1414078142308
46.35451505016722,0.7,26.26755852842806,683.4124897931795
46.5551839464883,0.7,26.408026755852816,688.7117593762939
46.75585284280937,0.7,26.548494983277564,694.0392165635736
46.95652173913044,0.7,26.688963210702312,699.3948613550189
47.15719063545151,0.7,26.82943143812706,704.7786937506296
47.357859531772576,0.7,26.969899665551807,710.1907137504058
47.558528428093645,0.7,27.110367892976555,715.6309213543476
47.759197324414714,0.7,27.250836120401303,721.0993165624549
47.95986622073579,0.7,27.391304347826058,726.5958993747279
48.16053511705686,0.7,27.531772575250805,732.1206697911662
48.36120401337793,0.7,27.672240802675553,737.67362781177
48.561872909699,0.7,27.8127090301003,743.2547734365393
48.76254180602007,0.7,27.95317725752505,748.8641066654741
48.96321070234114,0.7,28.093645484949796,754.5016274985743
49.163879598662206,0.7,28.234113712374544,760.16733593584
49.36454849498328,0.7,28.3745819397993,765.8612319772715
49.56521739130435,0.7,28.515050167224047,771.5833156228682
49.76588628762542,0.7,28.655518394648794,777.3335868726305
49.96655518394649,0.7,28.795986622073542,783.1120457265582
50.16722408026756,-1.5,28.49498327759194,788.8301025715599
50.36789297658863,-1.5,28.193979933110334,794.4877574076355
50.5685618729097,-1.5,27.89297658862873,800.085010234785
50.769230769230774,-1.5,27.591973244147116,805.6218610530087
50.96989966555184,-1.5,27.290969899665512,811.0983098623061
51.17056856187291,-1.5,26.98996655518391,816.5143566626774
51.37123745819398,-1.5,26.688963210702305,821.8700014541226
51.57190635451505,-1.5,26.3879598662207,827.1652442366418
51.77257525083612,-1.5,26.086956521739097,832.4000850102349
51.97324414715719,-1.5,25.785953177257493,837.5745237749019
52.173913043478265,-1.5,25.48494983277588,842.688560530643
52.374581939799334,-1.5,25.183946488294275,847.7421952774579
52.575250836120404,-1.5,24.88294314381267,852.7354280153467
52.77591973244147,-1.5,24.581939799331067,857.6682587443094
52.97658862876254,-1.5,24.280936454849464,862.540687464346
53.17725752508361,-1.5,23.97993311036786,867.3527141754565
53.37792642140468,-1.5,23.678929765886256,872.104338877641
53.57859531772576,-1.5,23.37792642140464,876.7955615708996
53.779264214046826,-1.5,23.076923076923038,881.4263822552319
53.979933110367895,-1.5,22.775919732441434,885.9968009306382
54.180602006688964,-1.5,22.47491638795983,890.5068175971184
54.381270903010034,-1.5,22.173913043478226,894.9564322546724
54.5819397993311,-1.5,21.872909698996622,899.3456449033005
54.78260869565217,-1.5,21.57190635451502,903.6744555430024
54.98327759197325,-1.5,21.270903010033404,907.9428641737785
55.18394648829432,0.0,21.270903010033404,912.2112728045544
55.38461538461539,0.0,21.270903010033404,916.4796814353302
55.585284280936456,0.0,21.270903010033404,920.7480900661061
55.785953177257525,0.0,21.270903010033404,925.016498696882
55.986622073578594,0.0,21.270903010033404,929.2849073276578
56.187290969899664,0.0,21.270903010033404,933.5533159584337
56.38795986622074,0.0,21.270903010033404,937.8217245892098
56.58862876254181,0.0,21.270903010033404,942.0901332199857
56.78929765886288,0.0,21.270903010033404,946.3585418507615
56.98996655518395,0.0,21.270903010033404,950.6269504815374
57.19063545150502,0.0,21.270903010033404,954.8953591123133
57.391304347826086,0.0,21.270903010033404,959.1637677430891
57.591973244147155,0.0,21.270903010033404,963.432176373865
57.79264214046823,0.0,21.270903010033404,967.7005850046411
57.9933110367893,0.0,21.270903010033404,971.968993635417
58.19397993311037,0.0,21.270903010033404,976.2374022661928
58.39464882943144,0.0,21.270903010033404,980.5058108969687
58.59531772575251,0.0,21.270903010033404,984.7742195277445
58.79598662207358,0.0,21.270903010033404,989.0426281585204
58.99665551839465,0.0,21.270903010033404,993.3110367892963
59.19732441471572,0.0,21.270903010033404,997.5794454200724
59.39799331103679,0.0,21.270903010033404,1001.8478540508482
59.59866220735786,0.0,21.270903010033404,1006.1162626816241
59.79933110367893,0.0,21.270903010033404,1010.3846713124
60.0,0.0,21.270903010033404,1014.6530799431758
