Carga 1 (Coulombs),Carga 2 (Coulombs),Distanza (m),Forza (N)
-3.907724616532587e-06,3.758124348673218e-07,0.5687370012573031,0.040804779227255436
-8.046557719872323e-06,4.060379177903557e-06,0.05838877319859314,86.13049149242585
3.6846605302431377e-06,-2.7274079524141207e-06,1.294489868855264,0.053900051038319824
-1.1969501252079737e-06,9.435641654419216e-06,0.3624502520200274,0.7726620548262009
-7.559235303104424e-06,9.248945898842226e-06,1.8815125828622994,0.17749852667855204
-9.646179777459645e-08,-4.964354083492717e-06,1.908317868235149,0.0011818315280982337
-9.312229577695633e-06,-5.502988215229153e-08,1.8305801365386924,0.0013744016544798613
8.186408041575644e-06,-3.982433803664607e-06,0.7466158135083344,0.5256376784049112
-4.8244003679996624e-06,-4.303190112450648e-06,0.040758666892446185,112.31372641938572
3.2504456870796402e-06,-9.262261052909345e-06,1.8573539395495735,0.07843492609759468
-3.7657784782117816e-06,2.1912866795979377e-06,0.8620864551514555,0.09979096627936014
4.0136042355621624e-07,5.358046457723016e-08,1.9336430898969024,5.1692471110336e-05
9.342055868655923e-07,-8.970424975000214e-06,1.9276037544076132,0.020270238323022376
-6.30291088948946e-06,-4.427070715267772e-06,1.7074888163800466,0.08601630725006797
9.391692555291171e-06,8.165317719333074e-06,0.5959532952184755,1.9405793593195333
5.5026564672222915e-06,-5.208762186660552e-06,0.7763444799178313,0.4274023391677834
8.789978831283783e-06,-7.102102558175539e-06,1.7037619763185452,0.1932839661660546
7.896547008552978e-06,-2.1094479444873903e-07,0.6406747902609926,0.03647284746213507
1.9579995762217023e-06,9.713009082212015e-06,0.34729056590532403,1.4171614167236486
8.437484700462339e-06,-5.158894569769992e-06,1.118034512292117,0.3129667027806828
-8.23014995896161e-06,3.442710948117572e-06,1.8729480005799541,0.0725931717985052
-6.080342751617096e-06,5.232392306574352e-06,1.3950992953831962,0.14691191655772734
-9.09545422178924e-06,-5.247249120152007e-06,1.1444217284778362,0.32750866091242786
-3.493393384734714e-06,4.564326972237193e-06,0.2033812226038294,3.464506956009031
-2.2264542062103597e-06,-2.6443373456149354e-06,1.2338643811313479,0.03475639099952323
-4.573019364522082e-06,2.6461166118715903e-06,1.980207161707484,0.02773509573438167
6.574750183038587e-06,2.6705942152178935e-06,0.2887671903206828,1.8924759482750635
-2.864933466128215e-06,7.1549368149517e-07,1.0414760082038361,0.01698481055264034
-4.381309806252385e-06,-8.194204598911835e-06,1.7559724131366312,0.1046439905909694
8.539216631649689e-07,6.706049911784759e-06,1.4841295493308668,0.02336576971172505
-7.181515500504748e-06,-3.5843987005652834e-06,1.3970613245805832,0.11853330032911291
6.043939615080794e-06,-6.269629792002916e-06,1.4079433271343473,0.17180293143345596
-8.508987126404584e-06,-9.184497168904722e-06,0.7253873909273127,1.3348490300954414
9.737738732010348e-06,1.8178588637648364e-06,0.5942477700863418,0.4505282851593197
5.444895385933148e-06,3.551287236845649e-06,1.620628699402242,0.06616787584664975
-6.025686369316552e-06,-9.668243421442877e-06,1.6221256554115697,0.1989866849115192
-9.889557657527953e-06,2.4186116598562005e-07,1.7354739139744064,0.007137493604860347
6.309228569096682e-06,-5.470084496041241e-06,1.8273486995873778,0.09288943953500275
4.137146876952342e-06,2.9034558081889976e-06,1.0275713737332661,0.10224240789488706
4.580143360819747e-06,-6.512671419900172e-06,1.0080174264275272,0.26384025764604685
5.425406933718914e-06,3.818754762049319e-06,1.5986074061438826,0.07286338600478258
-8.519106965318194e-06,-2.2652930739892522e-06,1.3034282222477527,0.10208998295561678
-2.830685429114548e-06,8.734599774734692e-06,1.4069140857428297,0.11226344558393118
-7.682618809497406e-06,-7.249581117080135e-06,1.593627412177841,0.19710040617477806
7.2620685175118725e-06,-3.17867297899483e-06,1.781110630216957,0.06539782493181955
2.465962536551158e-06,-7.730529575188219e-06,0.6826103621345563,0.36769597046295427
-3.382039502947016e-06,8.493872365571257e-06,0.7574100757534886,0.45005040167133015
-8.728832994279528e-06,7.5467870676196225e-06,0.1970240602833293,15.25171406812349
-3.780353565686756e-06,-4.841167445696889e-06,1.1607774805823863,0.12207408550397895
-3.4963335594650594e-06,3.1996809206835813e-06,0.08152512485551675,15.127790052971724
4.5921235667612825e-06,6.344444004024316e-06,0.9365400560835957,0.2985336726140302
2.7511494271042635e-06,1.1040162319892464e-06,1.0898628230680776,0.022981843604385634
7.74425485152653e-06,5.930115671201298e-07,0.580217091735286,0.1226028790752969
-5.557014967610133e-07,-5.162954181990967e-06,1.1857581885323314,0.018339457134448695
-7.608115081233967e-06,-8.137944643882016e-06,0.07069549737870837,111.33896999560433
4.2648957444599e-06,7.944315159066537e-06,0.08432289561093669,42.82651786009277
5.21570097233795e-06,8.008361143266608e-06,1.64697511571272,0.138395243035599
1.225543951389925e-06,2.6620291454653593e-06,0.7267793764084132,0.05551053466651215
5.4193435990912214e-06,-3.219404179025987e-06,0.26285042017725074,2.2695708396962537
-1.240880727121846e-07,-3.015808507746783e-06,1.0492640875090606,0.0030549428290396396
4.5465658763988196e-07,4.519113577404789e-06,1.5422871706662356,0.007763278314761968
-1.4491796328290083e-06,7.942205199051542e-06,0.43948384471871793,0.5355701927458645
-9.491617465118098e-06,7.741728485302346e-06,1.2495520468798105,0.4229688315463875
-7.842171460133911e-06,5.597510917152477e-06,0.17984145533759832,12.198054498653818
